heatdemand
95296.0
98086.0
100454.0
107183.0
120688.0
158569.0
187503.0
181494.0
180836.0
173709.0
166374.0
159706.0
155715.0
154019.0
155666.0
158124.0
163667.0
166715.0
166299.0
164133.0
158119.0
143172.0
117264.0
99033.0
100623.0
102973.0
105448.0
112258.0
125197.0
162686.0
192746.0
186096.0
186645.0
179125.0
171886.0
165194.0
161266.0
159033.0
160803.0
163207.0
168608.0
171618.0
170916.0
168592.0
162054.0
146774.0
121931.0
103915.0
103462.0
105864.0
108391.0
115166.0
128240.0
166087.0
196651.0
189721.0
190879.0
183224.0
175803.0
169050.0
164980.0
162545.0
164431.0
166759.0
172279.0
175151.0
174376.0
171945.0
165158.0
149580.0
124672.0
106617.0
100646.0
102598.0
105463.0
111720.0
125199.0
163360.0
196243.0
188850.0
188934.0
181667.0
174623.0
167826.0
163675.0
160928.0
163161.0
165338.0
171087.0
173329.0
173774.0
170809.0
164095.0
148682.0
123308.0
104753.0
86342.0
87781.0
90639.0
96173.0
109834.0
147586.0
174457.0
166344.0
162855.0
157122.0
150371.0
146152.0
141667.0
139541.0
139558.0
141469.0
148004.0
152491.0
153130.0
151188.0
146100.0
133551.0
108890.0
90990.0
78810.0
81123.0
81568.0
88289.0
104969.0
142224.0
157404.0
148857.0
146493.0
141049.0
135025.0
131467.0
127668.0
126890.0
129262.0
132221.0
136662.0
142395.0
143589.0
141968.0
138037.0
125973.0
100974.0
84707.0
70079.0
72772.0
74627.0
81196.0
94489.0
127399.0
150589.0
145861.0
142657.0
136614.0
130414.0
124505.0
121012.0
120804.0
121743.0
124111.0
128931.0
133246.0
134522.0
133265.0
127876.0
116212.0
91731.0
74918.0
66759.0
69749.0
71431.0
77470.0
90385.0
121898.0
144259.0
140509.0
137327.0
131018.0
124540.0
118941.0
115779.0
115430.0
116527.0
118946.0
123720.0
127037.0
127520.0
126488.0
122572.0
110834.0
87163.0
71133.0
67227.0
70146.0
71918.0
77952.0
90816.0
122382.0
144868.0
141003.0
137925.0
131591.0
125190.0
119570.0
116471.0
116087.0
117128.0
119556.0
124404.0
127627.0
128141.0
127065.0
123097.0
111306.0
87636.0
71583.0
62684.0
65677.0
67239.0
73353.0
86541.0
116719.0
138361.0
134829.0
131595.0
124801.0
118270.0
112801.0
109822.0
109442.0
110519.0
112915.0
117516.0
121066.0
121795.0
121119.0
117406.0
106053.0
82909.0
67181.0
52471.0
55417.0
56691.0
62289.0
75539.0
102085.0
123732.0
120589.0
117151.0
109552.0
103416.0
98390.0
95563.0
94712.0
95999.0
98204.0
102182.0
105845.0
107665.0
107485.0
104103.0
93909.0
72672.0
57822.0
55429.0
57493.0
59247.0
65173.0
78972.0
108795.0
129002.0
123673.0
119323.0
112293.0
105367.0
102149.0
98797.0
95993.0
95583.0
98739.0
103934.0
109241.0
111631.0
110941.0
107896.0
97875.0
77134.0
61094.0
67292.0
70555.0
70100.0
76884.0
93691.0
128450.0
141666.0
133933.0
130241.0
124607.0
118437.0
115019.0
111686.0
110888.0
113295.0
115882.0
120488.0
126357.0
128068.0
127282.0
124262.0
112853.0
89646.0
73547.0
70432.0
73114.0
74983.0
81564.0
94854.0
127973.0
151257.0
146489.0
143278.0
137256.0
131061.0
125149.0
121606.0
121436.0
122379.0
124760.0
129578.0
133911.0
135154.0
133872.0
128445.0
116748.0
92142.0
75275.0
63053.0
66039.0
67611.0
73726.0
86908.0
117151.0
138856.0
135298.0
132114.0
125322.0
118788.0
113310.0
110322.0
109923.0
111010.0
113401.0
118009.0
121547.0
122263.0
121566.0
117823.0
106430.0
83271.0
67533.0
56431.0
59471.0
60879.0
67250.0
81177.0
109471.0
130250.0
127015.0
123653.0
115791.0
109058.0
103716.0
101085.0
100545.0
101625.0
104016.0
108391.0
112416.0
113638.0
113606.0
110169.0
99321.0
76668.0
61237.0
56657.0
59733.0
61113.0
67514.0
81560.0
109992.0
130820.0
127614.0
124204.0
116320.0
109526.0
104169.0
101458.0
100969.0
102038.0
104427.0
108799.0
112873.0
114086.0
114066.0
110637.0
99715.0
77015.0
61482.0
49519.0
52479.0
53630.0
59303.0
72699.0
98271.0
119351.0
116405.0
112957.0
105062.0
98873.0
93937.0
91255.0
90398.0
91684.0
93874.0
97696.0
101497.0
103518.0
103546.0
100343.0
90425.0
69565.0
54992.0
38325.0
40305.0
41364.0
46469.0
58574.0
81418.0
96516.0
93065.0
89018.0
82646.0
76506.0
73884.0
71611.0
68793.0
68166.0
70971.0
74928.0
79530.0
82330.0
82494.0
80641.0
72701.0
56721.0
43465.0
35910.0
39334.0
38417.0
43673.0
57122.0
81766.0
89692.0
85746.0
80041.0
74715.0
69701.0
66674.0
64518.0
63352.0
64538.0
65861.0
69764.0
73731.0
76257.0
77905.0
76818.0
69421.0
54423.0
40794.0
38243.0
40800.0
41871.0
47159.0
58982.0
80435.0
96387.0
94170.0
89815.0
83507.0
78018.0
73200.0
71429.0
70505.0
70853.0
72830.0
76412.0
79845.0
82650.0
83661.0
81175.0
73345.0
56032.0
42877.0
51995.0
55010.0
56257.0
62613.0
76639.0
103317.0
123102.0
120151.0
116807.0
108626.0
101906.0
96766.0
94271.0
93775.0
94817.0
97144.0
101287.0
105494.0
106907.0
107197.0
104002.0
93621.0
71807.0
56840.0
65656.0
68535.0
70265.0
76213.0
88901.0
119852.0
141895.0
138125.0
135064.0
128800.0
122493.0
116974.0
113939.0
113593.0
114615.0
117016.0
121786.0
124981.0
125514.0
124485.0
120612.0
109055.0
85759.0
69972.0
60669.0
63695.0
65197.0
71417.0
84920.0
114535.0
135913.0
132494.0
129194.0
122017.0
115388.0
109951.0
107061.0
106642.0
107718.0
110113.0
114639.0
118374.0
119272.0
118822.0
115203.0
103984.0
80963.0
65284.0
62601.0
65726.0
67384.0
73080.0
86748.0
117413.0
141680.0
137945.0
134118.0
126876.0
120521.0
114981.0
111602.0
110729.0
112031.0
114394.0
118974.0
122532.0
123941.0
123284.0
119298.0
107869.0
84403.0
67956.0
58560.0
60471.0
62464.0
68305.0
81989.0
112945.0
133955.0
128243.0
123991.0
117091.0
110217.0
106939.0
103317.0
100705.0
100306.0
103410.0
108761.0
114066.0
116232.0
115379.0
112046.0
101883.0
80427.0
64151.0
56220.0
60237.0
59030.0
65428.0
81204.0
112369.0
123726.0
116862.0
112411.0
106855.0
100874.0
97686.0
94906.0
93997.0
96221.0
98338.0
103196.0
108641.0
110537.0
110462.0
108275.0
97839.0
77607.0
62069.0
55301.0
58322.0
59712.0
66065.0
79547.0
107003.0
126924.0
123447.0
119653.0
112833.0
106725.0
101161.0
98780.0
98070.0
98944.0
101313.0
105974.0
110070.0
112344.0
112054.0
108068.0
97622.0
75784.0
60420.0
59129.0
62163.0
63619.0
69876.0
83506.0
112644.0
133764.0
130429.0
127094.0
119723.0
113065.0
107672.0
104849.0
104420.0
105489.0
107877.0
112341.0
116172.0
117170.0
116858.0
113317.0
102236.0
79383.0
63801.0
67718.0
70681.0
72472.0
78544.0
91521.0
123474.0
146156.0
142274.0
139062.0
132735.0
126290.0
120616.0
117476.0
117123.0
118154.0
120612.0
125520.0
128758.0
129275.0
128181.0
124207.0
112320.0
88361.0
72132.0
74715.0
77811.0
79719.0
85809.0
98707.0
133271.0
157406.0
153228.0
149881.0
144160.0
137581.0
131614.0
128072.0
127767.0
128900.0
131433.0
136609.0
139674.0
139801.0
138218.0
133918.0
121268.0
96046.0
79056.0
68961.0
71852.0
73852.0
78847.0
90959.0
123141.0
147722.0
143537.0
139966.0
134440.0
128771.0
123302.0
119589.0
118923.0
120140.0
122437.0
127337.0
130115.0
130637.0
129222.0
124866.0
113233.0
89890.0
73522.0
73832.0
75002.0
78133.0
83512.0
96556.0
132796.0
157534.0
150020.0
146320.0
140154.0
133586.0
130020.0
125145.0
123474.0
123147.0
125917.0
131997.0
137207.0
138245.0
136581.0
131856.0
120998.0
96263.0
78982.0
81091.0
83516.0
83958.0
91006.0
108464.0
147073.0
162680.0
153889.0
151269.0
145593.0
139321.0
135630.0
131696.0
130905.0
133390.0
136460.0
140998.0
147034.0
148345.0
146713.0
142684.0
130210.0
104170.0
87343.0
76747.0
79293.0
81355.0
88021.0
101234.0
136594.0
161272.0
155975.0
153036.0
147338.0
141094.0
135027.0
131037.0
131049.0
132017.0
134385.0
139281.0
143696.0
144525.0
142836.0
136817.0
124601.0
98929.0
81462.0
69692.0
72630.0
74402.0
80255.0
92641.0
125000.0
147692.0
143792.0
140689.0
135030.0
128729.0
123092.0
119794.0
119528.0
120621.0
123039.0
127926.0
130937.0
131155.0
129764.0
125721.0
113802.0
89954.0
73878.0
55342.0
58456.0
59824.0
66349.0
80684.0
108850.0
129639.0
126474.0
122976.0
114726.0
107833.0
102458.0
99869.0
99281.0
100377.0
102792.0
107141.0
111370.0
112737.0
112895.0
109508.0
98667.0
75860.0
60300.0
60895.0
63980.0
65487.0
71825.0
85624.0
115514.0
137122.0
133692.0
130289.0
122896.0
116144.0
110637.0
107732.0
107285.0
108369.0
110793.0
115354.0
119200.0
120162.0
119780.0
116145.0
104812.0
81505.0
65612.0
61257.0
64335.0
65943.0
71604.0
85150.0
115181.0
139057.0
135387.0
131660.0
124405.0
118104.0
112649.0
109352.0
108476.0
109779.0
112112.0
116603.0
120148.0
121596.0
120986.0
117078.0
105836.0
82757.0
66580.0
60667.0
62545.0
64636.0
70520.0
84330.0
116101.0
137750.0
131808.0
127519.0
120583.0
113648.0
110284.0
106524.0
103936.0
103550.0
106657.0
112131.0
117481.0
119578.0
118654.0
115174.0
104819.0
82854.0
66277.0
64147.0
67896.0
67072.0
73894.0
90694.0
124767.0
137527.0
129983.0
125734.0
119948.0
113687.0
110263.0
107097.0
106195.0
108564.0
110997.0
115892.0
121718.0
123559.0
123113.0
120412.0
109150.0
86715.0
70362.0
66005.0
68598.0
70336.0
76638.0
89384.0
120486.0
142512.0
138044.0
134968.0
129085.0
123142.0
117506.0
114233.0
114043.0
114941.0
117251.0
121883.0
126018.0
127318.0
126183.0
121121.0
110036.0
86728.0
70690.0
68457.0
71410.0
73138.0
79092.0
91741.0
123698.0
146349.0
142473.0
139336.0
133316.0
126914.0
121287.0
118048.0
117726.0
118818.0
121251.0
126091.0
129266.0
129602.0
128400.0
124410.0
112568.0
88818.0
72737.0
75956.0
78896.0
80922.0
87028.0
99848.0
134274.0
158711.0
154282.0
151325.0
145417.0
138919.0
132933.0
129469.0
129025.0
130102.0
132624.0
137863.0
140823.0
140971.0
139346.0
134898.0
122130.0
97171.0
80202.0
81813.0
84909.0
86983.0
93374.0
106742.0
142997.0
168927.0
164186.0
161443.0
155228.0
148304.0
142016.0
138275.0
137572.0
138863.0
141418.0
146793.0
149921.0
149914.0
148146.0
143300.0
129753.0
103783.0
86088.0
86618.0
89484.0
91990.0
97895.0
111730.0
149221.0
178949.0
173349.0
170643.0
163986.0
157278.0
150814.0
146609.0
145055.0
146708.0
149121.0
154723.0
157588.0
158162.0
156100.0
150494.0
136396.0
110097.0
91426.0
97489.0
99201.0
101757.0
107365.0
121489.0
160138.0
188457.0
179986.0
176836.0
171680.0
164863.0
160064.0
156072.0
153521.0
153900.0
154860.0
161749.0
165414.0
165667.0
163446.0
158048.0
143945.0
119735.0
101550.0
98955.0
101304.0
102447.0
108992.0
124494.0
165413.0
184407.0
174329.0
173197.0
167507.0
161548.0
157447.0
153223.0
151645.0
153487.0
156583.0
162657.0
167170.0
167208.0
164882.0
159835.0
146531.0
121317.0
102661.0
89239.0
91860.0
94175.0
101007.0
114835.0
151899.0
179202.0
173296.0
171283.0
165592.0
158671.0
151829.0
148009.0
147156.0
148090.0
150030.0
155509.0
159806.0
160498.0
158289.0
151397.0
137981.0
112058.0
93600.0
79562.0
82818.0
84846.0
91274.0
104907.0
141477.0
167151.0
162660.0
159181.0
153075.0
146118.0
139805.0
136052.0
135606.0
136806.0
139450.0
144885.0
148121.0
148234.0
146572.0
141980.0
128564.0
102029.0
84096.0
74431.0
77434.0
79435.0
85518.0
98404.0
132772.0
156902.0
152624.0
149372.0
143554.0
137078.0
131116.0
127670.0
127356.0
128385.0
130926.0
136176.0
139151.0
139367.0
137792.0
133485.0
120845.0
95748.0
78773.0
63352.0
66226.0
67820.0
73652.0
86113.0
116154.0
137481.0
133929.0
130885.0
124744.0
118502.0
113140.0
110137.0
109851.0
110910.0
113251.0
117835.0
121066.0
121579.0
120636.0
116909.0
105694.0
82973.0
67598.0
46313.0
49274.0
50288.0
56046.0
69595.0
94049.0
114509.0
111766.0
108349.0
100115.0
93868.0
89033.0
86519.0
85640.0
86934.0
89102.0
92745.0
96692.0
98939.0
99190.0
96179.0
86563.0
66155.0
51912.0
40898.0
43176.0
44174.0
49710.0
62400.0
86140.0
101953.0
98135.0
94114.0
87429.0
80980.0
78378.0
76067.0
73105.0
72579.0
75669.0
79974.0
84861.0
87637.0
87464.0
85509.0
76876.0
60111.0
46335.0
40654.0
44967.0
43125.0
48465.0
61722.0
86641.0
95369.0
89849.0
85275.0
80325.0
75059.0
72408.0
70391.0
69495.0
71350.0
72852.0
77537.0
82057.0
83927.0
84506.0
83288.0
74676.0
59144.0
45560.0
42021.0
44940.0
45926.0
51608.0
63973.0
85648.0
101912.0
99452.0
95873.0
89201.0
83664.0
78781.0
77287.0
76390.0
77165.0
79338.0
83548.0
87139.0
89805.0
90059.0
87191.0
78354.0
59982.0
46843.0
38924.0
41283.0
42182.0
47389.0
58759.0
78960.0
94261.0
92021.0
89668.0
82729.0
77269.0
73243.0
71388.0
71146.0
72039.0
73960.0
77262.0
80792.0
82112.0
82533.0
80044.0
71958.0
54706.0
42920.0
44072.0
46803.0
47836.0
53716.0
66631.0
89729.0
107162.0
104628.0
101715.0
93845.0
87664.0
83088.0
81032.0
80561.0
81586.0
83729.0
87398.0
91422.0
92909.0
93430.0
90634.0
81517.0
61934.0
48603.0
49383.0
52428.0
53595.0
60063.0
74427.0
100330.0
119747.0
116934.0
113522.0
104895.0
98075.0
92989.0
90612.0
90072.0
91109.0
93432.0
97474.0
101896.0
103509.0
104075.0
101004.0
90820.0
69225.0
54360.0
46821.0
49793.0
50826.0
56593.0
70170.0
94835.0
115432.0
112660.0
109222.0
100999.0
94738.0
89875.0
87334.0
86452.0
87747.0
89924.0
93597.0
97541.0
99770.0
99999.0
96957.0
87277.0
66751.0
52423.0
44534.0
46944.0
48010.0
53978.0
67667.0
93430.0
110734.0
106626.0
102142.0
94929.0
88042.0
85130.0
82600.0
79376.0
78891.0
82154.0
86756.0
91965.0
94940.0
94765.0
92628.0
83368.0
65207.0
